Unnamed: 0,URL,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,Latitude,Longitude
1,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,20801,Cristiano Ronaldo,33,https://cdn.sofifa.org/players/4/19/20801.png,Portugal,https://cdn.sofifa.org/flags/38.png,94,94,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€77M,€405K,2228,Right,5,4,5,High/ Low,C. Ronaldo,Yes,ST,7,10-Jul-18,,2022,6'2,183lbs,91+3,91+3,91+3,89+3,90+3,90+3,90+3,89+3,88+3,88+3,88+3,88+3,81+3,81+3,81+3,88+3,65+3,61+3,61+3,61+3,65+3,61+3,53+3,53+3,53+3,61+3,84,94,89,81,87,88,81,76,77,94,89,91,87,96,70,95,95,88,79,93,63,29,95,82,85,95,28,31,23,7,11,15,14,11,€127.1M,39.399872,-8.224454
15,https://en.wikipedia.org/wiki/Paulo_Dybala,211110,P. Dybala,24,https://cdn.sofifa.org/players/4/19/211110.png,Argentina,https://cdn.sofifa.org/flags/52.png,89,94,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€89M,€205K,2092,Left,3,3,4,High/ Medium,Normal,Yes,LF,21,1-Jul-15,,2022,5'10,165lbs,83+3,83+3,83+3,87+3,86+3,86+3,86+3,87+3,87+3,87+3,87+3,86+3,79+3,79+3,79+3,86+3,62+3,58+3,58+3,58+3,62+3,56+3,45+3,45+3,45+3,56+3,82,84,68,87,88,92,88,88,75,92,87,83,91,86,85,82,75,80,65,88,48,32,84,87,86,84,23,20,20,5,4,4,5,8,€153.5M,-38.416096,-63.616673
24,https://en.wikipedia.org/wiki/Giorgio_Chiellini,138956,G. Chiellini,33,https://cdn.sofifa.org/players/4/19/138956.png,Italy,https://cdn.sofifa.org/flags/27.png,89,89,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€27M,€215K,1841,Left,4,3,2,Medium/ High,Normal,Yes,LCB,3,1-Jul-05,,2020,6'2,187lbs,58+3,58+3,58+3,54+3,55+3,55+3,55+3,54+3,54+3,54+3,54+3,56+3,60+3,60+3,60+3,56+3,74+3,76+3,76+3,76+3,74+3,77+3,86+3,86+3,86+3,77+3,58,33,83,59,45,58,60,31,59,57,63,75,54,82,55,78,89,65,89,49,92,88,28,50,50,84,93,93,90,3,3,2,4,3,€44.6M,41.871941,12.56738
64,https://en.wikipedia.org/wiki/Alex_Sandro,191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€36.5M,€160K,2198,Left,3,3,3,High/ High,Normal,Yes,LB,12,21-Aug-15,,2020,5'11,176lbs,74+3,74+3,74+3,77+3,75+3,75+3,75+3,77+3,76+3,76+3,76+3,78+3,77+3,77+3,77+3,78+3,83+3,81+3,81+3,81+3,83+3,83+3,81+3,81+3,81+3,83+3,84,55,76,81,68,80,78,59,71,81,83,86,79,84,78,80,79,92,79,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5,€60.2M,-14.235004,-51.925282
65,https://en.wikipedia.org/wiki/Douglas_Costa,190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€46.5M,€175K,2111,Left,3,3,5,High/ Medium,Normal,Yes,LM,11,1-Jul-18,,2022,5'8,154lbs,77+3,77+3,77+3,85+3,83+3,83+3,83+3,85+3,84+3,84+3,84+3,84+3,78+3,78+3,78+3,84+3,69+3,63+3,63+3,63+3,69+3,64+3,53+3,53+3,53+3,64+3,84,67,50,84,76,92,84,78,68,91,97,93,93,84,91,86,61,78,63,80,55,48,76,84,77,84,45,38,34,13,15,9,12,5,€76.7M,-14.235004,-51.925282
70,https://en.wikipedia.org/wiki/Leonardo_Bonucci,184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy,https://cdn.sofifa.org/flags/27.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1978,Right,3,3,2,Low/ High,Lean,Yes,RCB,19,2-Aug-18,,2023,6'3,187lbs,65+3,65+3,65+3,63+3,65+3,65+3,65+3,63+3,68+3,68+3,68+3,65+3,74+3,74+3,74+3,65+3,74+3,82+3,82+3,82+3,74+3,76+3,84+3,84+3,84+3,76+3,44,48,86,77,58,69,56,61,85,75,57,65,60,84,52,74,85,71,83,65,82,90,38,74,70,86,90,86,80,2,2,3,2,4,€49.5M,41.871941,12.56738
72,https://en.wikipedia.org/wiki/Miralem_Pjani%C4%87,180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€44M,€180K,2182,Right,3,4,3,Medium/ Medium,Normal,Yes,CDM,5,1-Jul-16,,2023,5'10,159lbs,72+3,72+3,72+3,79+3,78+3,78+3,78+3,79+3,81+3,81+3,81+3,80+3,83+3,83+3,83+3,80+3,78+3,80+3,80+3,80+3,78+3,76+3,73+3,73+3,73+3,76+3,80,60,60,89,72,86,86,92,85,89,66,66,77,84,79,78,61,78,66,82,70,78,70,88,79,86,75,74,70,7,7,13,7,8,€72.6M,43.858181,18.41234
73,https://en.wikipedia.org/wiki/Medhi_Benatia,177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1803,Right,3,3,2,Medium/ High,Normal,Yes,CB,4,26-Aug-14,,2020,6'2,207lbs,61+3,61+3,61+3,57+3,58+3,58+3,58+3,57+3,57+3,57+3,57+3,60+3,62+3,62+3,62+3,60+3,73+3,76+3,76+3,76+3,73+3,75+3,84+3,84+3,84+3,75+3,45,47,83,65,44,64,34,27,65,64,65,75,59,82,53,66,85,69,91,24,86,86,38,47,41,82,89,87,85,7,4,8,7,11,€49.5M,31.791702,-7.09262
99,https://en.wikipedia.org/wiki/Sami_Khedira,179846,S. Khedira,31,https://cdn.sofifa.org/players/4/19/179846.png,Germany,https://cdn.sofifa.org/flags/21.png,85,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€33M,€160K,2154,Right,3,4,2,High/ High,Normal,Yes,RCM,6,1-Jul-15,,2021,6'2,198lbs,77+3,77+3,77+3,76+3,78+3,78+3,78+3,76+3,79+3,79+3,79+3,77+3,82+3,82+3,82+3,77+3,78+3,83+3,83+3,83+3,78+3,77+3,81+3,81+3,81+3,77+3,72,72,76,85,78,81,68,68,82,84,54,60,55,87,54,82,68,78,87,78,82,86,79,82,69,84,80,83,76,11,9,5,15,8,€54.5M,51.165691,10.451526
103,https://en.wikipedia.org/wiki/Blaise_Matuidi,170890,B. Matuidi,31,https://cdn.sofifa.org/players/4/19/170890.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€26M,€145K,2196,Left,3,2,2,High/ High,Lean,Yes,LM,14,18-Aug-17,,2020,5'11,165lbs,74+3,74+3,74+3,76+3,76+3,76+3,76+3,76+3,77+3,77+3,77+3,78+3,79+3,79+3,79+3,78+3,83+3,83+3,83+3,83+3,83+3,82+3,81+3,81+3,81+3,82+3,75,64,68,83,72,78,65,52,77,79,79,77,83,84,79,78,84,94,76,70,86,86,72,76,56,82,85,84,86,8,11,5,10,14,€42.9M,,
129,https://en.wikipedia.org/wiki/Juan_Cuadrado,193082,J. Cuadrado,30,https://cdn.sofifa.org/players/4/19/193082.png,Colombia,https://cdn.sofifa.org/flags/56.png,84,84,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29.5M,€150K,2163,Right,3,3,5,High/ Medium,Lean,Yes,RAM,11,2-Feb-15,,2020,5'10,159lbs,76+3,76+3,76+3,82+3,81+3,81+3,81+3,82+3,81+3,81+3,81+3,81+3,77+3,77+3,77+3,81+3,76+3,72+3,72+3,72+3,76+3,75+3,69+3,69+3,69+3,75+3,80,67,58,80,70,90,78,69,69,85,89,93,91,80,82,84,75,78,61,80,78,62,78,76,65,80,63,70,74,5,5,13,6,9,€48.7M,,
139,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,181783,M. Mandžukić,32,https://cdn.sofifa.org/players/4/19/181783.png,Croatia,https://cdn.sofifa.org/flags/10.png,84,84,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€25M,€160K,2106,Right,3,3,3,High/ High,Lean,Yes,ST,17,1-Jul-15,,2020,6'3,187lbs,81+3,81+3,81+3,76+3,78+3,78+3,78+3,76+3,76+3,76+3,76+3,76+3,75+3,75+3,75+3,76+3,71+3,72+3,72+3,72+3,71+3,71+3,72+3,72+3,72+3,71+3,72,84,90,75,86,76,64,49,67,77,67,73,67,86,53,80,85,83,85,60,88,66,90,74,76,80,59,64,64,10,8,5,8,15,€41.3M,,
152,https://en.wikipedia.org/wiki/Andrea_Barzagli,137186,A. Barzagli,37,https://cdn.sofifa.org/players/4/19/137186.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€4.2M,€95K,1740,Right,3,3,2,Low/ High,Normal,Yes,CB,15,1-Jan-11,,2019,6'2,192lbs,52+3,52+3,52+3,54+3,55+3,55+3,55+3,54+3,57+3,57+3,57+3,57+3,63+3,63+3,63+3,57+3,71+3,75+3,75+3,75+3,71+3,74+3,82+3,82+3,82+3,74+3,40,21,72,65,35,64,50,31,65,65,61,77,52,80,64,54,81,53,83,39,66,90,28,62,60,88,94,90,82,4,2,4,2,4,€6.9M,,
243,https://en.wikipedia.org/wiki/Federico_Bernardeschi,212404,F. Bernardeschi,24,https://cdn.sofifa.org/players/4/19/212404.png,Italy,https://cdn.sofifa.org/flags/27.png,82,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29.5M,€110K,2096,Left,2,3,5,High/ High,Lean,Yes,RM,20,24-Jul-17,,2022,6'1,170lbs,75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2,71+2,68+2,68+2,68+2,71+2,68+2,59+2,59+2,59+2,68+2,82,70,50,82,74,86,82,80,72,87,83,83,85,80,79,82,49,80,63,82,52,66,78,80,72,83,65,46,42,14,15,10,13,12,€50.9M,,
245,https://en.wikipedia.org/wiki/Daniele_Rugani,211320,D. Rugani,23,https://cdn.sofifa.org/players/4/19/211320.png,Italy,https://cdn.sofifa.org/flags/27.png,82,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€24.5M,€95K,1705,Right,2,3,2,Low/ Medium,Lean,Yes,CB,15,4-Feb-15,,2021,6'3,185lbs,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,56+2,56+2,56+2,56+2,61+2,61+2,61+2,56+2,70+2,74+2,74+2,74+2,70+2,73+2,80+2,80+2,80+2,73+2,40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5,€42.3M,41.871941,12.56738
247,https://en.wikipedia.org/wiki/Jo%C3%A3o_Cancelo,210514,João Cancelo,24,https://cdn.sofifa.org/players/4/19/210514.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€25.5M,€95K,2174,Right,2,3,4,High/ Medium,Lean,No,RB,2,1-Jul-18,,2023,6'0,163lbs,74+2,74+2,74+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,81+2,78+2,78+2,78+2,81+2,82+2,78+2,78+2,78+2,82+2,81+2,75+2,75+2,75+2,81+2,85,58,64,78,62,84,83,69,75,83,91,91,78,82,74,80,73,89,66,66,73,77,78,74,46,77,79,79,79,6,9,15,14,14,€47.2M,39.399872,-8.224454
448,https://en.wikipedia.org/wiki/Emre_Can,208333,E. Can,24,https://cdn.sofifa.org/players/4/19/208333.png,Germany,https://cdn.sofifa.org/flags/21.png,80,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€19.5M,€91K,2153,Right,2,4,3,High/ High,Normal,Yes,CM,23,1-Jul-18,,2022,6'0,181lbs,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,76+2,76+2,76+2,75+2,79+2,79+2,79+2,75+2,78+2,81+2,81+2,81+2,78+2,78+2,80+2,80+2,80+2,78+2,70,60,72,81,61,76,68,65,80,81,69,73,73,78,71,81,76,85,83,75,85,81,73,79,60,74,82,81,80,14,8,8,13,11,€33.6M,,10.451526
815,https://en.wikipedia.org/wiki/Mattia_De_Sciglio,206058,M. De Sciglio,25,https://cdn.sofifa.org/players/4/19/206058.png,Italy,https://cdn.sofifa.org/flags/27.png,78,81,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€10.5M,€78K,1936,Right,2,5,3,Medium/ Medium,Lean,Yes,RB,2,20-Jul-17,,2022,6'0,172lbs,62+2,62+2,62+2,68+2,65+2,65+2,65+2,68+2,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,77+2,74+2,74+2,74+2,77+2,77+2,74+2,74+2,74+2,77+2,78,33,68,74,41,74,75,39,68,75,75,79,79,72,77,67,77,87,68,51,74,76,64,60,49,72,79,78,78,5,3,5,5,3,€18.1M,41.871941,12.56738
1049,https://en.wikipedia.org/wiki/Leonardo_Spinazzola,202884,L. Spinazzola,25,https://cdn.sofifa.org/players/4/19/202884.png,Italy,https://cdn.sofifa.org/flags/27.png,77,80,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€11M,€80K,2040,Right,2,4,3,High/ High,Lean,No,LM,37,1-Jul-10,,2022,6'1,165lbs,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,75+2,74+2,74+2,74+2,75+2,77+2,75+2,75+2,75+2,77+2,76+2,73+2,73+2,73+2,76+2,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14,€19M,41.871941,12.56738
1149,https://en.wikipedia.org/wiki/Rodrigo_Bentancur,227535,R. Bentancur,21,https://cdn.sofifa.org/players/4/19/227535.png,Uruguay,https://cdn.sofifa.org/flags/60.png,77,89,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€15.5M,€62K,1916,Right,1,3,4,Medium/ Medium,Lean,No,RCM,6,1-Jul-17,,2022,6'2,159lbs,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,72+2,74+2,74+2,74+2,72+2,70+2,69+2,69+2,69+2,70+2,58,53,62,83,45,82,46,49,77,83,67,73,68,72,68,63,74,83,67,62,66,66,60,73,50,80,75,72,64,8,7,14,14,12,€28.7M,,
3418,https://en.wikipedia.org/wiki/Moise_Kean,236610,M. Kean,18,https://cdn.sofifa.org/players/4/19/236610.png,Italy,https://cdn.sofifa.org/flags/27.png,72,87,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€6.5M,€32K,1672,Right,1,3,3,High/ Medium,Lean,No,ST,18,1-Aug-16,,2020,6'0,174lbs,70+2,70+2,70+2,67+2,69+2,69+2,69+2,67+2,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,48+2,45+2,45+2,45+2,48+2,45+2,42+2,42+2,42+2,45+2,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16,13,8,10,7,9,€14.8M,41.871941,12.56738
3700,https://en.wikipedia.org/wiki/Carlo_Pinsoglio,189342,C. Pinsoglio,28,https://cdn.sofifa.org/players/4/19/189342.png,Italy,https://cdn.sofifa.org/flags/27.png,72,78,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€575K,€5K,1510,Left,1,3,2,Medium/ High,Lean,No,LB,31,1-Jul-18,,2021,6'0,172lbs,44+2,44+2,44+2,46+2,45+2,45+2,45+2,46+2,46+2,46+2,46+2,49+2,50+2,50+2,50+2,49+2,59+2,59+2,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,50,10,60,58,38,52,41,40,55,54,63,67,54,59,54,57,68,54,68,32,57,60,22,43,43,56,64,66,68,14,5,12,10,12,€1.3M,41.871941,12.56738
13896,https://en.wikipedia.org/wiki/Pietro_Beruatto,245491,P. Beruatto,19,https://cdn.sofifa.org/players/4/19/245491.png,Italy,https://cdn.sofifa.org/flags/27.png,62,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€62M,€165K,2017,Right,3,3,4,High/ Medium,Normal,Yes,LW,10,1-Jul-10,,2022,5'4,130lbs,78+3,78+3,78+3,86+3,85+3,85+3,85+3,86+3,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,63+3,58+3,58+3,58+3,63+3,58+3,44+3,44+3,44+3,58+3,86,77,56,85,74,90,87,77,78,93,94,86,94,83,93,75,53,75,44,84,34,26,83,87,61,83,51,24,22,8,4,14,9,10,€105.4M,41.871941,12.56738
29,https://en.wikipedia.org/wiki/Lorenzo_Insigne,198219,L. Insigne,27,https://cdn.sofifa.org/players/4/19/198219.png,Italy,https://cdn.sofifa.org/flags/27.png,88,90,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€51M,€115K,1660,Right,3,3,2,High/ High,Normal,Yes,LCB,26,1-Jul-14,,2021,6'2,196lbs,52+3,52+3,52+3,51+3,52+3,52+3,52+3,51+3,52+3,52+3,52+3,55+3,58+3,58+3,58+3,55+3,71+3,75+3,75+3,75+3,71+3,75+3,84+3,84+3,84+3,75+3,30,19,81,66,14,66,28,28,56,60,68,75,50,80,40,55,81,71,94,15,87,88,24,43,33,78,91,88,86,7,11,7,13,5,€90.5M,,
44,https://en.wikipedia.org/wiki/Kalidou_Koulibaly,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal,https://cdn.sofifa.org/flags/136.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€45M,€135K,2043,Right,3,4,4,High/ Low,Normal,Yes,RF,14,1-Jul-13,,2020,5'7,134lbs,78+3,78+3,78+3,86+3,85+3,85+3,85+3,86+3,86+3,86+3,86+3,85+3,78+3,78+3,78+3,85+3,65+3,60+3,60+3,60+3,65+3,60+3,46+3,46+3,46+3,60+3,77,86,35,82,70,91,82,79,74,89,93,85,94,88,92,80,60,75,42,81,59,36,87,83,79,81,25,40,40,7,10,8,10,4,€76.5M,,
50,https://en.wikipedia.org/wiki/Dries_Mertens,175943,D. Mertens,31,https://cdn.sofifa.org/players/4/19/175943.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€46.5M,€125K,2188,Right,3,5,3,High/ Medium,Normal,Yes,LCM,17,1-Jul-07,,2020,6'0,174lbs,81+3,81+3,81+3,82+3,83+3,83+3,83+3,82+3,84+3,84+3,84+3,82+3,84+3,84+3,84+3,82+3,77+3,78+3,78+3,78+3,77+3,75+3,72+3,72+3,72+3,75+3,78,79,74,88,79,86,80,72,83,87,69,68,76,88,66,82,71,84,67,83,56,72,88,86,70,84,75,73,62,8,6,4,14,14,€79.1M,,
52,https://en.wikipedia.org/wiki/Marek_Ham%C5%A1%C3%Adk,171877,M. Hamšík,30,https://cdn.sofifa.org/players/4/19/171877.png,Slovakia,https://cdn.sofifa.org/flags/43.png,87,84,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€27.5M,€105K,2045,Right,3,3,3,High/ High,Lean,Yes,RM,7,11-Jul-13,,2020,5'10,161lbs,79+3,79+3,79+3,82+3,82+3,82+3,82+3,82+3,81+3,81+3,81+3,81+3,73+3,73+3,73+3,81+3,67+3,60+3,60+3,60+3,67+3,63+3,54+3,54+3,54+3,63+3,82,78,65,80,84,82,73,65,51,85,88,89,85,82,80,78,73,91,55,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11,€46.8M,,
137,https://en.wikipedia.org/wiki/Jos%C3%A9_Callej%C3%B3n,185020,José Callejón,31,https://cdn.sofifa.org/players/4/19/185020.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€18M,€88K,1765,Right,3,3,2,Low/ High,Lean,Yes,RCB,33,21-Jul-13,,2021,6'3,181lbs,55+3,55+3,55+3,54+3,56+3,56+3,56+3,54+3,59+3,59+3,59+3,57+3,66+3,66+3,66+3,57+3,70+3,78+3,78+3,78+3,70+3,72+3,82+3,82+3,82+3,72+3,38,27,77,74,31,59,53,45,72,71,54,53,53,82,56,65,77,55,82,53,81,86,30,57,37,75,89,87,85,8,6,5,9,8,€30.6M,,
150,https://en.wikipedia.org/wiki/Ra%C3%BAl_Albiol,157481,Raúl Albiol,32,https://cdn.sofifa.org/players/4/19/157481.png,Spain,https://cdn.sofifa.org/flags/45.png,84,83,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€26.5M,€87K,2157,Right,2,3,4,Medium/ High,Normal,No,RCM,5,22-Jul-15,,2023,5'9,163lbs,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,82+2,83+2,83+2,83+2,82+2,82+2,80+2,80+2,80+2,82+2,70,72,59,85,56,82,65,49,77,80,81,74,82,86,80,70,70,95,77,66,87,86,79,79,53,79,85,85,83,13,13,5,5,8,€45.1M,-14.235004,-51.925282
190,"https://en.wikipedia.org/wiki/Allan_(footballer,_born_1991)",199914,Allan,27,https://cdn.sofifa.org/players/4/19/199914.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,89,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€26M,€64K,2094,Left,1,4,4,Medium/ Medium,Lean,No,LM,8,5-Jul-18,,2023,6'2,154lbs,76+2,76+2,76+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,77+2,80+2,80+2,80+2,77+2,75+2,76+2,76+2,76+2,75+2,74+2,72+2,72+2,72+2,74+2,72,79,67,80,65,81,74,59,80,83,69,67,73,79,66,75,46,73,69,82,66,77,80,82,67,77,70,78,75,16,11,7,13,13,€49.4M,,
326,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Ruiz,226271,Fabián,22,https://cdn.sofifa.org/players/4/19/226271.png,Spain,https://cdn.sofifa.org/flags/45.png,81,86,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€20M,€58K,1935,Right,2,3,3,Medium/ Medium,Normal,No,RB,23,2-Aug-15,,2021,6'0,154lbs,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,69+2,69+2,69+2,73+2,71+2,71+2,71+2,73+2,79+2,77+2,77+2,77+2,79+2,79+2,76+2,76+2,76+2,79+2,78,47,66,77,40,75,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,80,81,80,12,6,14,9,11,€35.5M,,
339,https://en.wikipedia.org/wiki/Elseid_Hysaj ,210864,E. Hysaj,24,https://cdn.sofifa.org/players/4/19/210864.png,Albania,https://cdn.sofifa.org/flags/1.png,81,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€24.5M,€64K,2075,Right,3,5,4,Medium/ Medium,Lean,No,RCM,20,9-Aug-16,,2021,5'11,165lbs,73+3,73+3,73+3,79+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,79+3,79+3,79+3,79+3,76+3,74+3,74+3,74+3,76+3,74+3,67+3,67+3,67+3,74+3,77,65,52,82,70,84,80,65,79,85,82,84,79,76,76,76,54,72,54,80,56,75,77,82,51,75,69,72,71,12,9,12,11,6,€46.6M,51.919437,19.145136
340,https://en.wikipedia.org/wiki/Piotr_Zieli%C5%84ski,210406,P. Zieliński,24,https://cdn.sofifa.org/players/4/19/210406.png,Poland,https://cdn.sofifa.org/flags/37.png,81,88,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€25.5M,€71K,1937,Left,3,3,4,Medium/ Medium,Lean,Yes,CF,7,2-Aug-16,,2021,6'1,172lbs,79+3,79+3,79+3,73+3,75+3,75+3,75+3,73+3,72+3,72+3,72+3,71+3,66+3,66+3,66+3,71+3,55+3,55+3,55+3,55+3,55+3,54+3,52+3,52+3,52+3,54+3,58,88,78,63,76,74,71,74,62,78,69,74,68,75,63,85,62,73,78,82,67,36,81,60,79,72,35,34,32,9,16,16,15,6,€48.5M,51.919437,19.145136
350,https://en.wikipedia.org/wiki/Arkadiusz_Milik,205175,A. Milik,24,https://cdn.sofifa.org/players/4/19/205175.png,Poland,https://cdn.sofifa.org/flags/37.png,81,82,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€16.5M,€68K,2114,Left,2,4,3,High/ Medium,Normal,No,LB,31,31-Jan-14,,2022,6'0,176lbs,70+2,70+2,70+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,76+2,76+2,76+2,76+2,76+2,80+2,77+2,77+2,77+2,80+2,79+2,76+2,76+2,76+2,79+2,85,54,70,79,52,79,77,68,74,80,71,82,72,79,62,80,73,88,68,69,74,76,69,69,76,75,79,81,80,12,7,8,8,13,€29.3M,,
358,https://en.wikipedia.org/wiki/Faouzi_Ghoulam,201454,F. Ghoulam,27,https://cdn.sofifa.org/players/4/19/201454.png,Algeria,https://cdn.sofifa.org/flags/97.png,81,81,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€19.5M,€77K,2053,Left,2,5,4,High/ Medium,Lean,No,RW,9,1-Jul-18,,2023,5'7,134lbs,73+2,73+2,73+2,81+2,79+2,79+2,79+2,81+2,81+2,81+2,81+2,81+2,76+2,76+2,76+2,81+2,69+2,63+2,63+2,63+2,69+2,65+2,53+2,53+2,53+2,65+2,82,67,42,82,74,84,84,84,76,86,88,86,92,78,90,81,51,75,48,77,48,36,76,82,68,78,55,48,60,12,10,7,15,9,€33.2M,41.871941,12.56738
367,https://en.wikipedia.org/wiki/Simone_Verdi,196889,S. Verdi,25,https://cdn.sofifa.org/players/4/19/196889.png,Italy,https://cdn.sofifa.org/flags/27.png,81,80,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€11.5M,€60K,2066,Left,2,3,3,High/ Medium,Lean,No,LB,19,6-Jan-18,,2022,5'7,148lbs,62+2,62+2,62+2,71+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,73+2,73+2,73+2,73+2,73+2,78+2,74+2,74+2,74+2,78+2,77+2,72+2,72+2,72+2,77+2,79,27,60,76,53,79,68,66,72,76,88,83,88,78,89,69,92,91,54,73,73,77,59,64,60,73,71,76,76,13,5,9,8,14,€20.4M,39.399872,-8.224454
